date,numberOfCows,year,week,month,season,seasonIntercept,yearMinus2000,dayOfSeries,mu,y
2014-12-21,7,2014,51,12,Winter,0,14,1816,74,82
2014-12-22,2,2014,52,12,Winter,0,14,1817,27,32
2014-12-23,7,2014,52,12,Winter,0,14,1818,74,75
2014-12-24,6,2014,52,12,Winter,0,14,1819,60,69
2014-12-25,5,2014,52,12,Winter,0,14,1820,49,51
2014-12-26,4,2014,52,12,Winter,0,14,1821,40,37
2014-12-27,6,2014,52,12,Winter,0,14,1822,60,60
2014-12-28,8,2014,52,12,Winter,0,14,1823,90,103
2014-12-29,9,2015,1,12,Winter,0,15,1824,134,125
2014-12-30,7,2015,1,12,Winter,0,15,1825,90,82
2014-12-31,6,2015,1,12,Winter,0,15,1826,74,81
2015-01-01,7,2015,1,1,Winter,0,15,1827,90,99
2015-01-02,6,2015,1,1,Winter,0,15,1828,74,75
2015-01-03,5,2015,1,1,Winter,0,15,1829,60,59
2015-01-04,6,2015,1,1,Winter,0,15,1830,74,66
2015-01-05,5,2015,2,1,Winter,0,15,1831,60,51
2015-01-06,5,2015,2,1,Winter,0,15,1832,60,66
2015-01-07,6,2015,2,1,Winter,0,15,1833,74,72
2015-01-08,6,2015,2,1,Winter,0,15,1834,74,75
2015-01-09,7,2015,2,1,Winter,0,15,1835,90,81
2015-01-10,8,2015,2,1,Winter,0,15,1836,110,117
2015-01-11,11,2015,2,1,Winter,0,15,1837,200,193
2015-01-12,9,2015,3,1,Winter,0,15,1838,134,114
2015-01-13,5,2015,3,1,Winter,0,15,1839,60,75
2015-01-14,5,2015,3,1,Winter,0,15,1840,60,67
2015-01-15,6,2015,3,1,Winter,0,15,1841,74,83
2015-01-16,8,2015,3,1,Winter,0,15,1842,110,115
2015-01-17,3,2015,3,1,Winter,0,15,1843,40,46
2015-01-18,5,2015,3,1,Winter,0,15,1844,60,52
2015-01-19,5,2015,4,1,Winter,0,15,1845,60,66
2015-01-20,8,2015,4,1,Winter,0,15,1846,110,111
2015-01-21,2,2015,4,1,Winter,0,15,1847,33,29
2015-01-22,4,2015,4,1,Winter,0,15,1848,49,48
2015-01-23,5,2015,4,1,Winter,0,15,1849,60,64
2015-01-24,8,2015,4,1,Winter,0,15,1850,110,113
2015-01-25,5,2015,4,1,Winter,0,15,1851,60,58
2015-01-26,4,2015,5,1,Winter,0,15,1852,49,69
2015-01-27,4,2015,5,1,Winter,0,15,1853,49,42
2015-01-28,6,2015,5,1,Winter,0,15,1854,74,76
2015-01-29,3,2015,5,1,Winter,0,15,1855,40,31
2015-01-30,5,2015,5,1,Winter,0,15,1856,60,57
2015-01-31,4,2015,5,1,Winter,0,15,1857,49,49
2015-02-01,2,2015,5,2,Winter,0,15,1858,33,24
2015-02-02,2,2015,6,2,Winter,0,15,1859,33,36
2015-02-03,2,2015,6,2,Winter,0,15,1860,33,33
2015-02-04,6,2015,6,2,Winter,0,15,1861,74,79
2015-02-05,1,2015,6,2,Winter,0,15,1862,27,28
2015-02-06,2,2015,6,2,Winter,0,15,1863,33,33
2015-02-07,8,2015,6,2,Winter,0,15,1864,110,110
2015-02-08,7,2015,6,2,Winter,0,15,1865,90,80
2015-02-09,4,2015,7,2,Winter,0,15,1866,49,45
2015-02-10,5,2015,7,2,Winter,0,15,1867,60,57
2015-02-11,5,2015,7,2,Winter,0,15,1868,60,56
2015-02-12,4,2015,7,2,Winter,0,15,1869,49,58
2015-02-13,2,2015,7,2,Winter,0,15,1870,33,35
2015-02-14,8,2015,7,2,Winter,0,15,1871,110,103
2015-02-15,7,2015,7,2,Winter,0,15,1872,90,81
2015-02-16,1,2015,8,2,Winter,0,15,1873,27,35
2015-02-17,5,2015,8,2,Winter,0,15,1874,60,64
2015-02-18,9,2015,8,2,Winter,0,15,1875,134,141
2015-02-19,8,2015,8,2,Winter,0,15,1876,110,106
2015-02-20,5,2015,8,2,Winter,0,15,1877,60,48
2015-02-21,9,2015,8,2,Winter,0,15,1878,134,148
2015-02-22,2,2015,8,2,Winter,0,15,1879,33,34
2015-02-23,5,2015,9,2,Winter,0,15,1880,60,55
2015-02-24,8,2015,9,2,Winter,0,15,1881,110,117
2015-02-25,7,2015,9,2,Winter,0,15,1882,90,74
2015-02-26,3,2015,9,2,Winter,0,15,1883,40,42
2015-02-27,6,2015,9,2,Winter,0,15,1884,74,50
2015-02-28,7,2015,9,2,Winter,0,15,1885,90,84
2015-03-01,6,2015,9,3,Spring,1,15,1886,200,205
2015-03-02,2,2015,10,3,Spring,1,15,1887,90,82
2015-03-03,5,2015,10,3,Spring,1,15,1888,164,147
2015-03-04,5,2015,10,3,Spring,1,15,1889,164,149
2015-03-05,3,2015,10,3,Spring,1,15,1890,110,93
2015-03-06,3,2015,10,3,Spring,1,15,1891,110,93
2015-03-07,7,2015,10,3,Spring,1,15,1892,245,239
2015-03-08,2,2015,10,3,Spring,1,15,1893,90,93
2015-03-09,4,2015,11,3,Spring,1,15,1894,134,137
2015-03-10,4,2015,11,3,Spring,1,15,1895,134,123
2015-03-11,1,2015,11,3,Spring,1,15,1896,74,73
2015-03-12,3,2015,11,3,Spring,1,15,1897,110,94
2015-03-13,3,2015,11,3,Spring,1,15,1898,110,107
2015-03-14,1,2015,11,3,Spring,1,15,1899,74,79
2015-03-15,3,2015,11,3,Spring,1,15,1900,110,115
2015-03-16,5,2015,12,3,Spring,1,15,1901,164,158
2015-03-17,6,2015,12,3,Spring,1,15,1902,200,187
2015-03-18,4,2015,12,3,Spring,1,15,1903,134,123
2015-03-19,8,2015,12,3,Spring,1,15,1904,299,282
2015-03-20,7,2015,12,3,Spring,1,15,1905,245,211
2015-03-21,6,2015,12,3,Spring,1,15,1906,200,198
2015-03-22,7,2015,12,3,Spring,1,15,1907,245,246
2015-03-23,5,2015,13,3,Spring,1,15,1908,164,168
2015-03-24,7,2015,13,3,Spring,1,15,1909,245,200
2015-03-25,3,2015,13,3,Spring,1,15,1910,110,108
2015-03-26,6,2015,13,3,Spring,1,15,1911,200,228
2015-03-27,6,2015,13,3,Spring,1,15,1912,200,190
2015-03-28,4,2015,13,3,Spring,1,15,1913,134,126
2015-03-29,8,2015,13,3,Spring,1,15,1914,299,324
2015-03-30,2,2015,14,3,Spring,1,15,1915,90,94
2015-03-31,8,2015,14,3,Spring,1,15,1916,299,313
2015-04-01,7,2015,14,4,Spring,1,15,1917,245,227
2015-04-02,7,2015,14,4,Spring,1,15,1918,245,239
2015-04-03,1,2015,14,4,Spring,1,15,1919,74,80
2015-04-04,4,2015,14,4,Spring,1,15,1920,134,125
2015-04-05,5,2015,14,4,Spring,1,15,1921,164,171
2015-04-06,8,2015,15,4,Spring,1,15,1922,299,299
2015-04-07,6,2015,15,4,Spring,1,15,1923,200,168
2015-04-08,8,2015,15,4,Spring,1,15,1924,299,270
2015-04-09,4,2015,15,4,Spring,1,15,1925,134,130
2015-04-10,3,2015,15,4,Spring,1,15,1926,110,110
2015-04-11,6,2015,15,4,Spring,1,15,1927,200,176
2015-04-12,5,2015,15,4,Spring,1,15,1928,164,161
2015-04-13,8,2015,16,4,Spring,1,15,1929,299,282
2015-04-14,5,2015,16,4,Spring,1,15,1930,164,159
2015-04-15,1,2015,16,4,Spring,1,15,1931,74,70
2015-04-16,8,2015,16,4,Spring,1,15,1932,299,297
2015-04-17,8,2015,16,4,Spring,1,15,1933,299,281
2015-04-18,4,2015,16,4,Spring,1,15,1934,134,134
2015-04-19,4,2015,16,4,Spring,1,15,1935,134,126
2015-04-20,5,2015,17,4,Spring,1,15,1936,164,165
2015-04-21,4,2015,17,4,Spring,1,15,1937,134,139
2015-04-22,1,2015,17,4,Spring,1,15,1938,74,63
2015-04-23,1,2015,17,4,Spring,1,15,1939,74,65
2015-04-24,8,2015,17,4,Spring,1,15,1940,299,284
2015-04-25,7,2015,17,4,Spring,1,15,1941,245,270
2015-04-26,3,2015,17,4,Spring,1,15,1942,110,104
2015-04-27,3,2015,18,4,Spring,1,15,1943,110,120
2015-04-28,7,2015,18,4,Spring,1,15,1944,245,240
2015-04-29,5,2015,18,4,Spring,1,15,1945,164,168
2015-04-30,5,2015,18,4,Spring,1,15,1946,164,154
2015-05-01,4,2015,18,5,Spring,1,15,1947,134,142
2015-05-02,3,2015,18,5,Spring,1,15,1948,110,101
2015-05-03,5,2015,18,5,Spring,1,15,1949,164,165
2015-05-04,7,2015,19,5,Spring,1,15,1950,245,245
2015-05-05,4,2015,19,5,Spring,1,15,1951,134,143
2015-05-06,2,2015,19,5,Spring,1,15,1952,90,95
2015-05-07,4,2015,19,5,Spring,1,15,1953,134,129
2015-05-08,6,2015,19,5,Spring,1,15,1954,200,222
2015-05-09,3,2015,19,5,Spring,1,15,1955,110,98
2015-05-10,2,2015,19,5,Spring,1,15,1956,90,96
2015-05-11,6,2015,20,5,Spring,1,15,1957,200,212
2015-05-12,9,2015,20,5,Spring,1,15,1958,365,346
2015-05-13,1,2015,20,5,Spring,1,15,1959,74,79
2015-05-14,4,2015,20,5,Spring,1,15,1960,134,136
2015-05-15,3,2015,20,5,Spring,1,15,1961,110,105
2015-05-16,4,2015,20,5,Spring,1,15,1962,134,127
2015-05-17,6,2015,20,5,Spring,1,15,1963,200,194
2015-05-18,4,2015,21,5,Spring,1,15,1964,134,152
2015-05-19,7,2015,21,5,Spring,1,15,1965,245,253
2015-05-20,9,2015,21,5,Spring,1,15,1966,365,333
2015-05-21,9,2015,21,5,Spring,1,15,1967,365,349
2015-05-22,9,2015,21,5,Spring,1,15,1968,365,357
2015-05-23,6,2015,21,5,Spring,1,15,1969,200,199
2015-05-24,5,2015,21,5,Spring,1,15,1970,164,155
2015-05-25,4,2015,22,5,Spring,1,15,1971,134,137
2015-05-26,1,2015,22,5,Spring,1,15,1972,74,59
2015-05-27,6,2015,22,5,Spring,1,15,1973,200,207
2015-05-28,7,2015,22,5,Spring,1,15,1974,245,271
2015-05-29,4,2015,22,5,Spring,1,15,1975,134,144
2015-05-30,4,2015,22,5,Spring,1,15,1976,134,119
2015-05-31,6,2015,22,5,Spring,1,15,1977,200,198
2015-06-01,5,2015,23,6,Summer,2,15,1978,446,464
2015-06-02,4,2015,23,6,Summer,2,15,1979,365,395
2015-06-03,5,2015,23,6,Summer,2,15,1980,446,473
2015-06-04,5,2015,23,6,Summer,2,15,1981,446,480
2015-06-05,4,2015,23,6,Summer,2,15,1982,365,384
2015-06-06,6,2015,23,6,Summer,2,15,1983,545,541
2015-06-07,3,2015,23,6,Summer,2,15,1984,299,307
2015-06-08,6,2015,24,6,Summer,2,15,1985,545,593
2015-06-09,6,2015,24,6,Summer,2,15,1986,545,532
2015-06-10,5,2015,24,6,Summer,2,15,1987,446,441
2015-06-11,5,2015,24,6,Summer,2,15,1988,446,445
2015-06-12,3,2015,24,6,Summer,2,15,1989,299,282
2015-06-13,3,2015,24,6,Summer,2,15,1990,299,306
2015-06-14,6,2015,24,6,Summer,2,15,1991,545,519
2015-06-15,6,2015,25,6,Summer,2,15,1992,545,527
2015-06-16,8,2015,25,6,Summer,2,15,1993,812,797
2015-06-17,8,2015,25,6,Summer,2,15,1994,812,810
2015-06-18,5,2015,25,6,Summer,2,15,1995,446,436
2015-06-19,6,2015,25,6,Summer,2,15,1996,545,559
2015-06-20,6,2015,25,6,Summer,2,15,1997,545,550
2015-06-21,2,2015,25,6,Summer,2,15,1998,245,256
2015-06-22,7,2015,26,6,Summer,2,15,1999,665,687
2015-06-23,5,2015,26,6,Summer,2,15,2000,446,431
2015-06-24,5,2015,26,6,Summer,2,15,2001,446,446
2015-06-25,8,2015,26,6,Summer,2,15,2002,812,778
2015-06-26,9,2015,26,6,Summer,2,15,2003,992,997
2015-06-27,8,2015,26,6,Summer,2,15,2004,812,824
2015-06-28,2,2015,26,6,Summer,2,15,2005,245,224
2015-06-29,4,2015,27,6,Summer,2,15,2006,365,375
2015-06-30,7,2015,27,6,Summer,2,15,2007,665,635
2015-07-01,3,2015,27,7,Summer,2,15,2008,299,334
2015-07-02,4,2015,27,7,Summer,2,15,2009,365,353
2015-07-03,5,2015,27,7,Summer,2,15,2010,446,451
2015-07-04,3,2015,27,7,Summer,2,15,2011,299,319
2015-07-05,3,2015,27,7,Summer,2,15,2012,299,329
2015-07-06,5,2015,28,7,Summer,2,15,2013,446,426
2015-07-07,6,2015,28,7,Summer,2,15,2014,545,585
2015-07-08,9,2015,28,7,Summer,2,15,2015,992,1007
2015-07-09,1,2015,28,7,Summer,2,15,2016,200,202
2015-07-10,4,2015,28,7,Summer,2,15,2017,365,375
2015-07-11,5,2015,28,7,Summer,2,15,2018,446,450
2015-07-12,4,2015,28,7,Summer,2,15,2019,365,381
2015-07-13,11,2015,29,7,Summer,2,15,2020,1480,1526
2015-07-14,5,2015,29,7,Summer,2,15,2021,446,412
2015-07-15,6,2015,29,7,Summer,2,15,2022,545,571
2015-07-16,6,2015,29,7,Summer,2,15,2023,545,587
2015-07-17,6,2015,29,7,Summer,2,15,2024,545,580
2015-07-18,4,2015,29,7,Summer,2,15,2025,365,363
2015-07-19,4,2015,29,7,Summer,2,15,2026,365,365
2015-07-20,6,2015,30,7,Summer,2,15,2027,545,557
2015-07-21,7,2015,30,7,Summer,2,15,2028,665,620
2015-07-22,4,2015,30,7,Summer,2,15,2029,365,386
2015-07-23,5,2015,30,7,Summer,2,15,2030,446,442
2015-07-24,4,2015,30,7,Summer,2,15,2031,365,338
2015-07-25,6,2015,30,7,Summer,2,15,2032,545,527
2015-07-26,7,2015,30,7,Summer,2,15,2033,665,699
2015-07-27,6,2015,31,7,Summer,2,15,2034,545,523
2015-07-28,5,2015,31,7,Summer,2,15,2035,446,451
2015-07-29,8,2015,31,7,Summer,2,15,2036,812,834
2015-07-30,7,2015,31,7,Summer,2,15,2037,665,627
2015-07-31,5,2015,31,7,Summer,2,15,2038,446,407
2015-08-01,2,2015,31,8,Summer,2,15,2039,245,260
2015-08-02,7,2015,31,8,Summer,2,15,2040,665,697
2015-08-03,3,2015,32,8,Summer,2,15,2041,299,311
2015-08-04,5,2015,32,8,Summer,2,15,2042,446,417
2015-08-05,4,2015,32,8,Summer,2,15,2043,365,356
2015-08-06,0,2015,32,8,Summer,2,15,2044,164,160
2015-08-07,1,2015,32,8,Summer,2,15,2045,200,196
2015-08-08,6,2015,32,8,Summer,2,15,2046,545,611
2015-08-09,8,2015,32,8,Summer,2,15,2047,812,799
2015-08-10,3,2015,33,8,Summer,2,15,2048,299,322
2015-08-11,5,2015,33,8,Summer,2,15,2049,446,426
2015-08-12,4,2015,33,8,Summer,2,15,2050,365,380
2015-08-13,4,2015,33,8,Summer,2,15,2051,365,338
2015-08-14,3,2015,33,8,Summer,2,15,2052,299,304
2015-08-15,3,2015,33,8,Summer,2,15,2053,299,311
2015-08-16,3,2015,33,8,Summer,2,15,2054,299,290
2015-08-17,3,2015,34,8,Summer,2,15,2055,299,291
2015-08-18,8,2015,34,8,Summer,2,15,2056,812,817
2015-08-19,3,2015,34,8,Summer,2,15,2057,299,300
2015-08-20,10,2015,34,8,Summer,2,15,2058,1212,1211
2015-08-21,6,2015,34,8,Summer,2,15,2059,545,560
2015-08-22,1,2015,34,8,Summer,2,15,2060,200,223
2015-08-23,4,2015,34,8,Summer,2,15,2061,365,366
2015-08-24,5,2015,35,8,Summer,2,15,2062,446,434
2015-08-25,3,2015,35,8,Summer,2,15,2063,299,325
2015-08-26,7,2015,35,8,Summer,2,15,2064,665,679
2015-08-27,8,2015,35,8,Summer,2,15,2065,812,776
2015-08-28,5,2015,35,8,Summer,2,15,2066,446,467
2015-08-29,2,2015,35,8,Summer,2,15,2067,245,234
2015-08-30,8,2015,35,8,Summer,2,15,2068,812,796
2015-08-31,5,2015,36,8,Summer,2,15,2069,446,432
2015-09-01,4,2015,36,9,Autumn,0,15,2070,49,53
2015-09-02,7,2015,36,9,Autumn,0,15,2071,90,95
2015-09-03,3,2015,36,9,Autumn,0,15,2072,40,37
2015-09-04,0,2015,36,9,Autumn,0,15,2073,22,23
2015-09-05,8,2015,36,9,Autumn,0,15,2074,110,113
2015-09-06,5,2015,36,9,Autumn,0,15,2075,60,56
2015-09-07,4,2015,37,9,Autumn,0,15,2076,49,60
2015-09-08,3,2015,37,9,Autumn,0,15,2077,40,39
2015-09-09,8,2015,37,9,Autumn,0,15,2078,110,114
2015-09-10,8,2015,37,9,Autumn,0,15,2079,110,113
2015-09-11,3,2015,37,9,Autumn,0,15,2080,40,38
2015-09-12,4,2015,37,9,Autumn,0,15,2081,49,38
2015-09-13,8,2015,37,9,Autumn,0,15,2082,110,110
2015-09-14,7,2015,38,9,Autumn,0,15,2083,90,84
2015-09-15,5,2015,38,9,Autumn,0,15,2084,60,48
2015-09-16,6,2015,38,9,Autumn,0,15,2085,74,72
2015-09-17,4,2015,38,9,Autumn,0,15,2086,49,47
2015-09-18,7,2015,38,9,Autumn,0,15,2087,90,103
2015-09-19,5,2015,38,9,Autumn,0,15,2088,60,64
2015-09-20,5,2015,38,9,Autumn,0,15,2089,60,45
2015-09-21,9,2015,39,9,Autumn,0,15,2090,134,107
2015-09-22,4,2015,39,9,Autumn,0,15,2091,49,46
2015-09-23,6,2015,39,9,Autumn,0,15,2092,74,70
2015-09-24,11,2015,39,9,Autumn,0,15,2093,200,186
2015-09-25,4,2015,39,9,Autumn,0,15,2094,49,52
2015-09-26,5,2015,39,9,Autumn,0,15,2095,60,60
2015-09-27,8,2015,39,9,Autumn,0,15,2096,110,107
2015-09-28,9,2015,40,9,Autumn,0,15,2097,134,122
2015-09-29,7,2015,40,9,Autumn,0,15,2098,90,94
2015-09-30,6,2015,40,9,Autumn,0,15,2099,74,69
2015-10-01,4,2015,40,10,Autumn,0,15,2100,49,45
2015-10-02,6,2015,40,10,Autumn,0,15,2101,74,81
2015-10-03,4,2015,40,10,Autumn,0,15,2102,49,58
2015-10-04,7,2015,40,10,Autumn,0,15,2103,90,91
2015-10-05,5,2015,41,10,Autumn,0,15,2104,60,55
2015-10-06,1,2015,41,10,Autumn,0,15,2105,27,26
2015-10-07,9,2015,41,10,Autumn,0,15,2106,134,123
2015-10-08,7,2015,41,10,Autumn,0,15,2107,90,81
2015-10-09,3,2015,41,10,Autumn,0,15,2108,40,27
2015-10-10,2,2015,41,10,Autumn,0,15,2109,33,42
2015-10-11,5,2015,41,10,Autumn,0,15,2110,60,55
2015-10-12,7,2015,42,10,Autumn,0,15,2111,90,101
2015-10-13,3,2015,42,10,Autumn,0,15,2112,40,49
2015-10-14,6,2015,42,10,Autumn,0,15,2113,74,79
2015-10-15,4,2015,42,10,Autumn,0,15,2114,49,44
2015-10-16,7,2015,42,10,Autumn,0,15,2115,90,97
2015-10-17,5,2015,42,10,Autumn,0,15,2116,60,56
2015-10-18,3,2015,42,10,Autumn,0,15,2117,40,39
2015-10-19,4,2015,43,10,Autumn,0,15,2118,49,52
2015-10-20,6,2015,43,10,Autumn,0,15,2119,74,59
2015-10-21,9,2015,43,10,Autumn,0,15,2120,134,135
2015-10-22,6,2015,43,10,Autumn,0,15,2121,74,90
2015-10-23,6,2015,43,10,Autumn,0,15,2122,74,74
2015-10-24,11,2015,43,10,Autumn,0,15,2123,200,192
2015-10-25,5,2015,43,10,Autumn,0,15,2124,60,62
2015-10-26,2,2015,44,10,Autumn,0,15,2125,33,33
2015-10-27,6,2015,44,10,Autumn,0,15,2126,74,76
2015-10-28,7,2015,44,10,Autumn,0,15,2127,90,87
2015-10-29,9,2015,44,10,Autumn,0,15,2128,134,131
2015-10-30,6,2015,44,10,Autumn,0,15,2129,74,73
2015-10-31,4,2015,44,10,Autumn,0,15,2130,49,39
2015-11-01,4,2015,44,11,Autumn,0,15,2131,49,59
2015-11-02,2,2015,45,11,Autumn,0,15,2132,33,39
2015-11-03,7,2015,45,11,Autumn,0,15,2133,90,91
2015-11-04,2,2015,45,11,Autumn,0,15,2134,33,32
2015-11-05,7,2015,45,11,Autumn,0,15,2135,90,58
2015-11-06,5,2015,45,11,Autumn,0,15,2136,60,60
2015-11-07,3,2015,45,11,Autumn,0,15,2137,40,37
2015-11-08,3,2015,45,11,Autumn,0,15,2138,40,30
2015-11-09,5,2015,46,11,Autumn,0,15,2139,60,65
2015-11-10,3,2015,46,11,Autumn,0,15,2140,40,52
2015-11-11,8,2015,46,11,Autumn,0,15,2141,110,123
2015-11-12,8,2015,46,11,Autumn,0,15,2142,110,91
2015-11-13,3,2015,46,11,Autumn,0,15,2143,40,41
2015-11-14,5,2015,46,11,Autumn,0,15,2144,60,60
2015-11-15,3,2015,46,11,Autumn,0,15,2145,40,34
2015-11-16,1,2015,47,11,Autumn,0,15,2146,27,28
2015-11-17,4,2015,47,11,Autumn,0,15,2147,49,54
2015-11-18,5,2015,47,11,Autumn,0,15,2148,60,69
2015-11-19,9,2015,47,11,Autumn,0,15,2149,134,141
2015-11-20,5,2015,47,11,Autumn,0,15,2150,60,62
2015-11-21,2,2015,47,11,Autumn,0,15,2151,33,31
2015-11-22,2,2015,47,11,Autumn,0,15,2152,33,34
2015-11-23,3,2015,48,11,Autumn,0,15,2153,40,50
2015-11-24,7,2015,48,11,Autumn,0,15,2154,90,110
2015-11-25,6,2015,48,11,Autumn,0,15,2155,74,72
2015-11-26,8,2015,48,11,Autumn,0,15,2156,110,98
2015-11-27,4,2015,48,11,Autumn,0,15,2157,49,45
2015-11-28,2,2015,48,11,Autumn,0,15,2158,33,32
2015-11-29,5,2015,48,11,Autumn,0,15,2159,60,65
2015-11-30,5,2015,49,11,Autumn,0,15,2160,60,68
2015-12-01,6,2015,49,12,Winter,0,15,2161,74,70
2015-12-02,4,2015,49,12,Winter,0,15,2162,49,54
2015-12-03,6,2015,49,12,Winter,0,15,2163,74,70
2015-12-04,2,2015,49,12,Winter,0,15,2164,33,30
2015-12-05,4,2015,49,12,Winter,0,15,2165,49,39
2015-12-06,5,2015,49,12,Winter,0,15,2166,60,58
2015-12-07,5,2015,50,12,Winter,0,15,2167,60,64
2015-12-08,5,2015,50,12,Winter,0,15,2168,60,69
2015-12-09,7,2015,50,12,Winter,0,15,2169,90,90
2015-12-10,6,2015,50,12,Winter,0,15,2170,74,56
2015-12-11,5,2015,50,12,Winter,0,15,2171,60,61
2015-12-12,3,2015,50,12,Winter,0,15,2172,40,41
2015-12-13,5,2015,50,12,Winter,0,15,2173,60,62
2015-12-14,3,2015,51,12,Winter,0,15,2174,40,30
2015-12-15,4,2015,51,12,Winter,0,15,2175,49,42
2015-12-16,6,2015,51,12,Winter,0,15,2176,74,74
2015-12-17,8,2015,51,12,Winter,0,15,2177,110,94
2015-12-18,6,2015,51,12,Winter,0,15,2178,74,82
2015-12-19,7,2015,51,12,Winter,0,15,2179,90,78
2015-12-20,7,2015,51,12,Winter,0,15,2180,90,87
2015-12-21,8,2015,52,12,Winter,0,15,2181,110,120
2015-12-22,3,2015,52,12,Winter,0,15,2182,40,36
2015-12-23,4,2015,52,12,Winter,0,15,2183,49,50
2015-12-24,5,2015,52,12,Winter,0,15,2184,60,55
2015-12-25,10,2015,52,12,Winter,0,15,2185,164,154
2015-12-26,4,2015,52,12,Winter,0,15,2186,49,45
2015-12-27,5,2015,52,12,Winter,0,15,2187,60,66
2015-12-28,3,2015,53,12,Winter,0,15,2188,40,36
2015-12-29,0,2015,53,12,Winter,0,15,2189,22,13
2015-12-30,4,2015,53,12,Winter,0,15,2190,49,45
2015-12-31,2,2015,53,12,Winter,0,15,2191,33,31
